date,ADA,ALGO,ANKR,ARPA,ATOM,BAND,BAT,BCH,BEAM,BNB,BTC,CELR,CHZ,COS,CTXC,CVC,DASH,DENT,DOCK,DOGE,DUSK,ENJ,EOS,ETC,ETH,FET,FTM,FTT,FUN,GTO,HBAR,HOT,ICX,IOST,IOTA,IOTX,KAVA,KEY,LINK,LTC,MATIC,MFT,MITH,MTL,NEO,NKN,NULS,OMG,ONE,ONG,ONT,PERL,QTUM,REN,RLC,RVN,STX,TFUEL,THETA,TOMO,TROY,TRX,VET,VITE,WAN,WAVES,WIN,XLM,XMR,XRP,XTZ,ZEC,ZIL,ZRX
2020-01-01 00:00:00+00:00,0.03303,0.2194,0.001459,0.01053,4.315,0.222,0.1826,205.71,0.5383,13.817,7225.01,0.00363,0.00716,0.00948,0.0633,0.01801,41.39,0.0001595,0.00792,0.0020097,0.0425,0.08052,2.6085,4.5249,130.2,0.03794,0.01091,2.16,0.00312,0.00869,0.0103,0.0006367,0.1144,0.004754,0.1589,0.00338,1.133,0.001694,1.7932,41.53,0.01388,0.000858,0.00716,0.2316,8.716,0.01738,0.2226,0.6087,0.00464,0.0951,0.5194,0.02064,1.614,0.03123,0.4115,0.02316,0.0943,0.002367,0.08772,0.4322,0.0067391,0.01329,0.005349,0.01061,0.1747,1.0129,9.29e-05,0.04517,45.04,0.19397,1.3424,27.66,0.00452,0.1811
2020-01-01 04:00:00+00:00,0.03315,0.2158,0.00146,0.01078,4.339,0.2249,0.1832,206.59,0.5379,13.7608,7209.83,0.00359,0.007135,0.00944,0.0622,0.01788,41.47,0.000159,0.00769,0.0020079,0.0412,0.07941,2.6137,4.5206,130.24,0.03818,0.01083,2.154,0.003146,0.00864,0.01039,0.0006266,0.1147,0.004753,0.1601,0.00338,1.0962,0.001702,1.7857,41.58,0.01413,0.000845,0.00735,0.2301,8.714,0.01738,0.2254,0.6078,0.00461,0.0945,0.5197,0.0213,1.605,0.03109,0.3937,0.02282,0.0939,0.002363,0.08772,0.4403,0.0066969,0.01323,0.005314,0.01069,0.172,1.0261,9.21e-05,0.04499,45.67,0.19438,1.3384,27.81,0.00448,0.1807
2020-01-01 08:00:00+00:00,0.03312,0.217,0.001449,0.01035,4.336,0.228,0.1908,205.96,0.5493,13.719,7197.2,0.00362,0.007102,0.00945,0.063,0.018,41.61,0.0001599,0.007738,0.002012,0.0422,0.07998,2.6183,4.5275,130.74,0.03883,0.0106,2.152,0.003148,0.00865,0.0103,0.0006188,0.1148,0.004819,0.1609,0.00341,1.0932,0.00169,1.8153,41.59,0.01508,0.000847,0.00741,0.2302,8.796,0.01729,0.2283,0.6102,0.0047,0.0985,0.5218,0.02069,1.604,0.0318,0.4297,0.02263,0.0963,0.002364,0.08734,0.4489,0.0066845,0.01321,0.005403,0.01084,0.1746,1.0112,9.24e-05,0.04504,45.1,0.19358,1.34,27.82,0.00451,0.1835
2020-01-01 12:00:00+00:00,0.03358,0.2241,0.001514,0.01036,4.417,0.2315,0.1886,206.06,0.5404,13.8223,7234.19,0.00367,0.007107,0.00945,0.0632,0.01786,42.15,0.0001602,0.008021,0.0020191,0.0425,0.07957,2.6264,4.5296,132.08,0.03916,0.01064,2.152,0.003122,0.00873,0.01059,0.000622,0.1155,0.004863,0.1608,0.00341,1.106,0.00166,1.8392,41.95,0.01503,0.000854,0.00742,0.2298,8.964,0.01777,0.232,0.6133,0.00469,0.0973,0.5277,0.02056,1.619,0.03151,0.4275,0.02289,0.0995,0.002388,0.08898,0.4481,0.0068211,0.01331,0.005448,0.01116,0.1781,1.0465,9.3e-05,0.04539,45.57,0.19394,1.3425,27.91,0.00451,0.1843
2020-01-01 16:00:00+00:00,0.03362,0.2206,0.001452,0.01072,4.401,0.2379,0.1917,205.27,0.5478,13.7229,7229.48,0.00363,0.006943,0.00951,0.0627,0.01797,41.95,0.0001585,0.008214,0.0020325,0.0426,0.08167,2.6202,4.5257,131.86,0.03949,0.01065,2.153,0.003205,0.00906,0.01061,0.0006299,0.1153,0.004875,0.163,0.003428,1.1154,0.001658,1.8201,41.63,0.01494,0.000862,0.00757,0.2283,8.917,0.01826,0.2314,0.62,0.00465,0.0959,0.5377,0.0208,1.609,0.0323,0.4318,0.02299,0.098,0.002385,0.08835,0.4451,0.00677,0.0133,0.005394,0.01099,0.1788,1.0701,9.34e-05,0.04543,45.61,0.19395,1.3693,28.27,0.00455,0.1845
2020-01-01 20:00:00+00:00,0.03348,0.2201,0.001439,0.01064,4.38,0.237,0.1962,204.44,0.5442,13.7184,7200.85,0.00362,0.006923,0.00948,0.064,0.01799,41.84,0.0001579,0.007755,0.0020245,0.0426,0.07963,2.6039,4.5035,130.77,0.03832,0.01058,2.144,0.003327,0.00886,0.01035,0.0006275,0.1146,0.004817,0.1606,0.003457,1.1364,0.001659,1.8111,41.62,0.01496,0.000854,0.00757,0.2277,8.85,0.01809,0.2308,0.6214,0.00466,0.0956,0.5275,0.02064,1.603,0.032,0.4177,0.0227,0.0989,0.002383,0.08656,0.4458,0.0067787,0.01322,0.005358,0.01104,0.1758,1.0446,9.3e-05,0.04529,45.82,0.19305,1.37,28.07,0.00454,0.1825
2020-01-02 00:00:00+00:00,0.03305,0.2174,0.001414,0.01029,4.241,0.234,0.1888,201.08,0.5353,13.5205,7129.61,0.00355,0.006855,0.00931,0.0634,0.01758,41.16,0.0001539,0.00749,0.0020045,0.0416,0.07756,2.573,4.4004,129.1,0.03775,0.01052,2.146,0.003276,0.00894,0.01019,0.000622,0.1131,0.00477,0.1592,0.003375,1.0996,0.001673,1.7832,41.18,0.01494,0.000846,0.0074,0.2284,8.674,0.01809,0.226,0.6108,0.00463,0.0942,0.518,0.02068,1.584,0.03222,0.4166,0.0224,0.0981,0.00236,0.08517,0.4311,0.006767,0.01307,0.005302,0.01068,0.1735,1.0285,9.25e-05,0.04478,45.57,0.19093,1.3401,27.64,0.00448,0.1815
2020-01-02 04:00:00+00:00,0.03302,0.2155,0.001403,0.01027,4.221,0.2323,0.189,201.56,0.5286,13.449,7110.57,0.00358,0.006884,0.0092,0.0625,0.01783,40.8,0.0001534,0.007378,0.0020059,0.0409,0.078,2.576,4.4032,129.26,0.03818,0.01051,2.148,0.003363,0.00896,0.01016,0.0006195,0.1131,0.004775,0.1583,0.003434,1.1054,0.001639,1.7888,41.17,0.01551,0.00083,0.0074,0.2277,8.647,0.01811,0.2307,0.6124,0.00462,0.0952,0.5154,0.02035,1.593,0.03228,0.409,0.02235,0.0959,0.002361,0.08565,0.4228,0.0067948,0.01308,0.005329,0.01056,0.1718,1.0285,9.34e-05,0.04492,45.64,0.19081,1.3506,27.55,0.00447,0.1803
2020-01-02 08:00:00+00:00,0.03322,0.2176,0.001429,0.01042,4.261,0.2398,0.1914,202.34,0.5318,13.4821,7139.79,0.00357,0.006861,0.00925,0.0629,0.01825,41.18,0.000153,0.007386,0.0020195,0.0412,0.07754,2.5828,4.417,129.53,0.03876,0.0105,2.145,0.003361,0.009,0.01066,0.0006274,0.1137,0.004821,0.1597,0.003384,1.0978,0.001675,1.7979,41.4,0.01555,0.000832,0.00742,0.2267,8.69,0.01875,0.2272,0.6172,0.00466,0.0955,0.5191,0.02103,1.591,0.03389,0.4072,0.02271,0.101,0.002362,0.08867,0.4385,0.006773,0.01318,0.005382,0.01074,0.1729,1.0161,9.28e-05,0.0451,45.89,0.19142,1.3426,27.59,0.00451,0.1805
2020-01-02 12:00:00+00:00,0.03317,0.2172,0.001442,0.01027,4.218,0.2345,0.1939,202.58,0.5315,13.4044,7130.98,0.00358,0.007019,0.00921,0.0637,0.01859,40.91,0.0001599,0.007409,0.0020057,0.0411,0.07775,2.558,4.3872,129.59,0.03856,0.01055,2.151,0.003426,0.00907,0.01043,0.000622,0.1132,0.004748,0.1604,0.003384,1.0939,0.001729,1.7985,41.17,0.01527,0.000838,0.00751,0.2254,8.707,0.01968,0.2258,0.6098,0.00469,0.0963,0.5153,0.0208,1.584,0.03615,0.408,0.02278,0.1003,0.002377,0.08855,0.4489,0.0066481,0.01313,0.005301,0.01074,0.1801,1.017,9.29e-05,0.0449,45.71,0.19054,1.3317,27.44,0.00451,0.1829
2020-01-02 16:00:00+00:00,0.03259,0.2139,0.001386,0.00974,4.177,0.2224,0.1848,196.13,0.5163,13.0521,6983.27,0.0034,0.006761,0.00886,0.0618,0.01857,40.31,0.0001564,0.00709,0.0019771,0.0387,0.07427,2.4575,4.2488,127.62,0.03714,0.01022,2.142,0.00324,0.00879,0.01016,0.0005971,0.1113,0.00462,0.159,0.003291,1.0404,0.001657,1.7322,39.65,0.0147,0.000822,0.00702,0.2182,8.482,0.01953,0.2223,0.5933,0.00473,0.0935,0.5083,0.02089,1.542,0.03582,0.3861,0.02214,0.0932,0.00229,0.08521,0.4285,0.0064159,0.01289,0.00515,0.01055,0.1726,0.9709,8.97e-05,0.04403,44.53,0.18807,1.2749,26.87,0.00436,0.1758
2020-01-02 20:00:00+00:00,0.03269,0.2139,0.001397,0.00985,4.096,0.2189,0.1827,195.49,0.5199,13.0105,6965.71,0.0034,0.006719,0.00883,0.0614,0.01946,40.04,0.0001586,0.007071,0.0019951,0.0385,0.07371,2.4593,4.2283,127.19,0.03642,0.01025,2.142,0.003293,0.00873,0.01001,0.0006035,0.1096,0.004605,0.1584,0.003358,1.0172,0.001658,1.7366,39.43,0.01467,0.000828,0.00699,0.2156,8.462,0.01845,0.2207,0.595,0.0047,0.095,0.5037,0.02045,1.533,0.03476,0.3764,0.02299,0.0897,0.002297,0.08443,0.4195,0.0064751,0.01284,0.005094,0.01042,0.1732,0.9459,8.85e-05,0.04361,45.5,0.1875,1.2428,27.02,0.00438,0.1752
2020-01-03 00:00:00+00:00,0.03294,0.2213,0.001402,0.01004,4.054,0.2139,0.1816,195.56,0.5096,13.1489,6952.04,0.00338,0.0068,0.00879,0.0616,0.01878,40.43,0.0001572,0.006976,0.0019731,0.0387,0.07355,2.4533,4.2539,126.89,0.03639,0.01018,2.142,0.00323,0.00877,0.01028,0.0006048,0.1075,0.004605,0.1567,0.003265,1.069,0.00164,1.7295,39.39,0.01438,0.000823,0.007,0.213,8.451,0.01841,0.2208,0.5897,0.00464,0.0928,0.5037,0.02032,1.545,0.0342,0.3743,0.02199,0.0902,0.002278,0.08366,0.4147,0.0063999,0.01286,0.005139,0.01034,0.172,0.9306,8.75e-05,0.04378,47.23,0.18618,1.2539,26.9,0.00438,0.1759
2020-01-03 04:00:00+00:00,0.03359,0.226,0.001441,0.01025,4.197,0.2298,0.1865,206.06,0.5236,13.4795,7203.21,0.00352,0.007092,0.00908,0.0631,0.01915,41.5,0.00016,0.007201,0.0020107,0.039,0.07597,2.5392,4.3827,128.86,0.03761,0.01033,2.183,0.003307,0.00894,0.01041,0.0006144,0.1118,0.004784,0.1606,0.003284,1.079,0.001691,1.7791,40.46,0.01487,0.000835,0.00724,0.2181,8.719,0.01827,0.2285,0.6052,0.00475,0.0966,0.515,0.02093,1.582,0.03624,0.388,0.02244,0.096,0.002381,0.08649,0.4185,0.0064751,0.01314,0.005268,0.01059,0.1821,0.984,9.05e-05,0.04467,48.35,0.18966,1.2818,27.32,0.00448,0.1788
2020-01-03 08:00:00+00:00,0.03417,0.2256,0.001429,0.01035,4.229,0.2298,0.1908,213.73,0.5383,13.6684,7340.46,0.00356,0.0072,0.00925,0.0639,0.02043,42.86,0.0001624,0.00735,0.0020211,0.0389,0.07914,2.6073,4.4393,132.46,0.0383,0.01033,2.211,0.003358,0.00907,0.01056,0.0006299,0.113,0.004943,0.1639,0.003371,1.0884,0.001692,1.8093,41.86,0.01523,0.000857,0.00726,0.2259,8.878,0.0188,0.2289,0.6175,0.0048,0.0979,0.5262,0.02247,1.608,0.03754,0.3911,0.0231,0.0943,0.002431,0.088,0.4229,0.0065405,0.01334,0.005394,0.01058,0.185,1.0142,9.14e-05,0.04527,49.2,0.19286,1.2831,27.85,0.00451,0.1811
2020-01-03 12:00:00+00:00,0.03404,0.226,0.001416,0.0101,4.315,0.2299,0.1882,216.44,0.5358,13.6287,7320.18,0.00359,0.007135,0.0093,0.0644,0.02075,42.74,0.0001611,0.007325,0.00203,0.0389,0.07777,2.6287,4.4354,132.53,0.03886,0.01041,2.202,0.003374,0.00901,0.01064,0.0006545,0.1123,0.004857,0.1652,0.003346,1.0673,0.001686,1.7965,41.75,0.01523,0.000845,0.00726,0.2229,8.812,0.01833,0.2297,0.6132,0.00484,0.0982,0.5259,0.02282,1.615,0.03655,0.398,0.0229,0.0948,0.002423,0.08774,0.4236,0.0065281,0.01339,0.005375,0.01099,0.1849,1.0019,9.13e-05,0.04524,50.1,0.1921,1.2984,28.23,0.00453,0.1793
2020-01-03 16:00:00+00:00,0.03418,0.2249,0.001408,0.01021,4.246,0.2357,0.1883,221.45,0.5364,13.6458,7343.08,0.00358,0.007215,0.00935,0.0641,0.02001,43.61,0.0001628,0.007434,0.0020199,0.0391,0.077,2.6463,4.593,133.49,0.03949,0.0103,2.209,0.003388,0.00905,0.01048,0.0006733,0.113,0.004835,0.1667,0.003411,1.0396,0.001686,1.8244,41.8,0.01521,0.000857,0.00741,0.2237,8.938,0.01819,0.2298,0.6252,0.00484,0.0988,0.5309,0.02251,1.635,0.03574,0.3954,0.02308,0.0945,0.002415,0.08704,0.432,0.0065207,0.01345,0.005391,0.01076,0.1823,0.9716,9.17e-05,0.04551,50.73,0.19272,1.2882,28.58,0.00453,0.1821
2020-01-03 20:00:00+00:00,0.03417,0.2272,0.001407,0.01007,4.237,0.2318,0.1865,222.43,0.5381,13.6474,7344.96,0.00355,0.007151,0.0093,0.0633,0.01943,43.92,0.0001647,0.00733,0.0020236,0.039,0.078,2.6396,4.5768,134.35,0.03906,0.01035,2.204,0.003348,0.00904,0.01035,0.0006794,0.1142,0.004819,0.1664,0.00341,1.0241,0.001698,1.804,42.23,0.01512,0.000845,0.00739,0.2226,8.888,0.0182,0.2284,0.6248,0.00478,0.0995,0.5278,0.02214,1.629,0.03556,0.4041,0.023,0.0945,0.002403,0.08771,0.4286,0.0064321,0.01344,0.005327,0.01123,0.1795,0.9526,9.11e-05,0.04566,50.93,0.19338,1.2785,28.41,0.00454,0.1821
2020-01-04 00:00:00+00:00,0.03408,0.228,0.001411,0.01001,4.34,0.2318,0.1841,221.62,0.5405,13.6702,7333.11,0.0036,0.007211,0.00932,0.0643,0.0195,43.52,0.0001645,0.00748,0.0020393,0.0395,0.07845,2.6357,4.5755,133.34,0.04088,0.01029,2.203,0.003339,0.00904,0.01011,0.000669,0.1136,0.004811,0.1656,0.003452,1.04,0.001707,1.7988,42.19,0.01546,0.000844,0.00742,0.2238,8.835,0.01817,0.2291,0.6264,0.00483,0.0999,0.5293,0.02234,1.621,0.03649,0.4039,0.02287,0.0947,0.002416,0.0888,0.4399,0.0064459,0.01341,0.005331,0.01202,0.1794,0.9531,9.17e-05,0.0455,50.46,0.19277,1.2806,28.29,0.00455,0.1816
2020-01-04 04:00:00+00:00,0.03403,0.2311,0.001406,0.00994,4.317,0.2301,0.1884,223.87,0.5356,13.7229,7348.11,0.00357,0.007213,0.00934,0.0643,0.01946,43.64,0.0001668,0.007509,0.0020462,0.0408,0.07918,2.6504,4.6963,133.91,0.0414,0.01034,2.201,0.003324,0.00903,0.01056,0.0006689,0.1138,0.00485,0.1655,0.003453,1.0376,0.001694,1.8003,42.49,0.01511,0.000848,0.00737,0.2263,8.906,0.01817,0.227,0.6231,0.0049,0.0999,0.528,0.02253,1.613,0.037,0.4058,0.02297,0.0959,0.002409,0.09007,0.4878,0.0064602,0.01345,0.005339,0.01178,0.1778,0.9583,9.13e-05,0.04542,50.61,0.19289,1.2642,28.38,0.00456,0.1848
2020-01-04 08:00:00+00:00,0.03397,0.2278,0.0014,0.00998,4.277,0.2289,0.1875,224.76,0.5269,13.78,7336.45,0.00357,0.007799,0.00934,0.0666,0.01925,43.35,0.0001644,0.007407,0.0020553,0.0406,0.0785,2.645,4.653,133.77,0.04177,0.01035,2.19,0.003346,0.00904,0.0104,0.0006696,0.1133,0.004878,0.1694,0.003456,1.0374,0.001676,1.8019,42.51,0.01512,0.000837,0.00729,0.2261,8.897,0.01776,0.229,0.6193,0.00478,0.1007,0.5261,0.02256,1.613,0.03659,0.4109,0.02271,0.0952,0.002396,0.08963,0.47,0.0064929,0.01338,0.005361,0.01194,0.1764,0.9427,9.13e-05,0.0455,50.93,0.19287,1.2521,28.3,0.00452,0.1866
2020-01-04 12:00:00+00:00,0.03406,0.2282,0.001379,0.01,4.288,0.2272,0.188,221.85,0.5271,13.7075,7318.99,0.00356,0.008072,0.00926,0.0687,0.01936,43.62,0.0001647,0.007397,0.0020535,0.0397,0.07773,2.6398,4.6275,133.26,0.04059,0.01048,2.167,0.003264,0.00908,0.01075,0.0006664,0.1137,0.004848,0.1706,0.003457,1.0336,0.001688,1.8155,42.28,0.01507,0.000841,0.00725,0.2261,8.913,0.01791,0.2272,0.6204,0.00477,0.0999,0.5239,0.02241,1.622,0.036,0.4149,0.02277,0.0944,0.002405,0.09292,0.4773,0.0065001,0.01335,0.005384,0.01137,0.1751,0.9355,9.11e-05,0.04526,50.36,0.19248,1.2453,28.21,0.00452,0.1864
2020-01-04 16:00:00+00:00,0.03412,0.2292,0.001397,0.01038,4.271,0.228,0.1875,224.29,0.5204,13.7361,7334.83,0.00355,0.007936,0.00928,0.0674,0.01952,46.07,0.0001683,0.007414,0.002055,0.0389,0.07837,2.6399,4.6434,133.72,0.04054,0.0106,2.165,0.003271,0.00905,0.01088,0.0006786,0.1137,0.004853,0.1709,0.003421,1.0407,0.00169,1.826,42.62,0.01507,0.00084,0.00729,0.2265,8.979,0.01784,0.2322,0.6243,0.00475,0.0991,0.5262,0.02223,1.639,0.03586,0.4164,0.02297,0.0946,0.00239,0.09212,0.4802,0.0064453,0.01344,0.005557,0.01133,0.1757,0.9467,9.12e-05,0.04561,50.37,0.19226,1.2474,29.24,0.00457,0.1858
2020-01-04 20:00:00+00:00,0.03434,0.2352,0.001417,0.01022,4.25,0.2308,0.1883,224.47,0.5235,13.8092,7354.11,0.00355,0.00768,0.0093,0.0698,0.01973,46.19,0.0001668,0.007299,0.0020579,0.0391,0.0772,2.6481,4.7598,134.2,0.04027,0.01068,2.164,0.003209,0.00894,0.01111,0.0006796,0.1139,0.004869,0.1734,0.003543,1.0401,0.00167,1.8242,42.78,0.01484,0.000842,0.00728,0.2327,9.077,0.01785,0.2337,0.6246,0.00475,0.0981,0.5316,0.02238,1.642,0.03528,0.3981,0.02291,0.0944,0.002429,0.09394,0.4695,0.006401,0.01344,0.00562,0.0117,0.1773,0.9458,9.11e-05,0.04565,50.37,0.19305,1.2557,29.91,0.00461,0.1864
2020-01-05 00:00:00+00:00,0.03479,0.2355,0.001438,0.01037,4.344,0.2329,0.1915,226.06,0.5428,14.03,7475.99,0.00357,0.007728,0.00931,0.0695,0.01952,48.85,0.0001686,0.007434,0.0020588,0.0394,0.07809,2.6982,4.8818,136.16,0.04049,0.01058,2.168,0.003243,0.00893,0.0116,0.0006797,0.1157,0.004951,0.1719,0.0036,1.056,0.001689,1.8156,43.09,0.01515,0.000858,0.00729,0.2372,9.19,0.018,0.2317,0.631,0.00486,0.1,0.5394,0.02249,1.647,0.0349,0.3946,0.0232,0.0924,0.002423,0.09337,0.4748,0.0065,0.01383,0.005616,0.01118,0.1772,0.9343,9.21e-05,0.04588,51.09,0.19503,1.2665,30.17,0.00461,0.1887
2020-01-05 04:00:00+00:00,0.03466,0.2334,0.00145,0.0104,4.348,0.2339,0.1894,223.98,0.542,14.1002,7463.63,0.00354,0.008054,0.00939,0.0699,0.01895,48.65,0.000169,0.007426,0.0020747,0.0402,0.07785,2.6891,4.8711,136.02,0.04038,0.01056,2.169,0.003267,0.00916,0.01172,0.0006841,0.1163,0.004899,0.1706,0.003566,1.0439,0.001674,1.8124,43.09,0.01506,0.000865,0.00734,0.2392,9.169,0.01825,0.2325,0.631,0.00479,0.0997,0.5378,0.02254,1.647,0.03505,0.3968,0.02328,0.0933,0.002444,0.09501,0.4725,0.0064055,0.0137,0.005633,0.01142,0.1783,0.9368,9.33e-05,0.04575,52.07,0.19483,1.2574,30.84,0.00461,0.1884
2020-01-05 08:00:00+00:00,0.03447,0.2331,0.001518,0.0103,4.221,0.2308,0.1889,222.54,0.5381,13.99,7422.33,0.00353,0.007996,0.00932,0.0671,0.01915,49.33,0.0001677,0.007326,0.0020649,0.0399,0.07768,2.6776,4.8807,135.07,0.0394,0.01047,2.138,0.003218,0.00924,0.0115,0.000682,0.1158,0.004862,0.1707,0.003574,1.0324,0.001655,1.815,42.96,0.01491,0.000867,0.00736,0.2347,9.111,0.01807,0.2344,0.6309,0.00473,0.0986,0.5371,0.02305,1.629,0.03542,0.4007,0.02306,0.0942,0.00245,0.09324,0.4722,0.0064105,0.01364,0.005556,0.01142,0.1782,0.9051,9.28e-05,0.04543,52.3,0.19461,1.2545,30.62,0.00464,0.1881
2020-01-05 12:00:00+00:00,0.0349,0.2368,0.001485,0.01033,4.194,0.2333,0.1914,225.29,0.6169,14.2478,7468.42,0.00358,0.00775,0.00924,0.0683,0.01924,50.61,0.0001676,0.007415,0.002073,0.04,0.07794,2.7533,4.9511,137.26,0.03949,0.01055,2.139,0.003268,0.00918,0.01196,0.0006936,0.1163,0.005014,0.1733,0.003559,1.0234,0.001678,1.834,44.01,0.01492,0.000869,0.00741,0.2359,9.203,0.01871,0.2359,0.6473,0.00468,0.1,0.5553,0.02355,1.658,0.0349,0.4015,0.02322,0.093,0.002466,0.09385,0.462,0.0064624,0.01379,0.005592,0.01149,0.1799,0.8963,9.36e-05,0.04596,53.01,0.19631,1.2602,31.0,0.00465,0.1896
2020-01-05 16:00:00+00:00,0.03501,0.2327,0.001455,0.01032,4.23,0.2349,0.1908,224.2,0.6035,14.2257,7444.14,0.00356,0.007768,0.00922,0.0677,0.019,52.63,0.0001656,0.007342,0.0020822,0.0405,0.0778,2.7463,4.9421,137.97,0.03924,0.01066,2.139,0.003245,0.0091,0.01186,0.0006884,0.1161,0.005007,0.1731,0.00358,1.0329,0.001677,1.8242,43.98,0.01496,0.000862,0.00737,0.234,9.173,0.01899,0.2361,0.6445,0.00472,0.1014,0.5666,0.02338,1.661,0.03616,0.413,0.0234,0.0931,0.002455,0.09516,0.4476,0.006486,0.01373,0.005544,0.01129,0.177,0.889,9.3e-05,0.04582,54.21,0.19634,1.275,31.42,0.00466,0.1894
2020-01-05 20:00:00+00:00,0.0346,0.2294,0.00141,0.01008,4.2,0.2321,0.1874,222.79,0.5798,14.0532,7358.75,0.00349,0.007869,0.00909,0.0668,0.01864,51.17,0.0001639,0.007235,0.0020696,0.0396,0.07637,2.6865,4.8784,135.37,0.03847,0.01051,2.139,0.003169,0.00888,0.01157,0.0006708,0.1135,0.004916,0.1718,0.003565,1.031,0.001658,1.7957,43.3,0.01483,0.00085,0.00734,0.2288,9.02,0.01868,0.234,0.6367,0.00466,0.0998,0.5483,0.02262,1.631,0.03527,0.405,0.02326,0.092,0.002412,0.09421,0.443,0.0065684,0.01353,0.005465,0.01109,0.1759,0.8872,9.23e-05,0.04544,53.69,0.19453,1.2545,30.81,0.00463,0.1861
2020-01-06 00:00:00+00:00,0.03542,0.2315,0.001437,0.00991,4.199,0.2355,0.191,237.28,0.6074,14.3995,7540.9,0.00357,0.007815,0.00931,0.068,0.01892,52.44,0.0001679,0.007349,0.0021045,0.0401,0.077,2.7654,5.0998,139.49,0.03928,0.0107,2.139,0.003192,0.00914,0.01125,0.0006858,0.1158,0.004974,0.1765,0.003656,1.039,0.001688,1.8407,44.37,0.01496,0.000861,0.00737,0.2321,9.23,0.01878,0.2374,0.6522,0.0047,0.1014,0.5675,0.02268,1.674,0.0362,0.4042,0.02337,0.0925,0.002476,0.09857,0.449,0.0063499,0.01391,0.005527,0.01109,0.1785,0.9182,9.37e-05,0.04643,55.98,0.19715,1.2658,31.63,0.00472,0.1889
2020-01-06 04:00:00+00:00,0.03512,0.2323,0.001425,0.01013,4.115,0.2337,0.1903,235.54,0.6148,14.369,7507.91,0.00355,0.00762,0.00924,0.0669,0.0193,52.21,0.0001669,0.00729,0.0020904,0.0399,0.07669,2.7502,5.0634,138.87,0.03913,0.01063,2.144,0.003123,0.00915,0.01121,0.0006823,0.1159,0.004907,0.181,0.003643,1.0338,0.001683,1.8243,44.35,0.01492,0.000866,0.00735,0.2307,9.185,0.01887,0.2364,0.6515,0.0047,0.1034,0.5667,0.02268,1.66,0.03834,0.4031,0.02328,0.0936,0.002471,0.10163,0.444,0.0064198,0.0138,0.005458,0.01122,0.1789,0.8916,9.38e-05,0.04638,56.02,0.19645,1.2791,32.08,0.00468,0.1894
2020-01-06 08:00:00+00:00,0.03596,0.2363,0.001423,0.01005,4.085,0.2383,0.1932,235.62,0.5872,14.6995,7544.72,0.00359,0.007459,0.00936,0.067,0.01966,53.88,0.0001628,0.007307,0.0021032,0.039,0.07615,2.7862,4.9852,141.54,0.03976,0.01065,2.14,0.003166,0.00914,0.01102,0.0006927,0.1189,0.005075,0.1796,0.003611,1.0324,0.001666,1.8964,44.84,0.01556,0.000853,0.00731,0.2354,9.552,0.01846,0.2392,0.6631,0.00477,0.1035,0.5754,0.02278,1.689,0.03846,0.3958,0.02355,0.0972,0.002487,0.1003,0.4455,0.0064445,0.01418,0.005577,0.01116,0.18,0.937,9.45e-05,0.04837,54.83,0.21117,1.3307,32.34,0.00482,0.193
2020-01-06 12:00:00+00:00,0.03581,0.2405,0.001445,0.01023,4.096,0.2407,0.1904,234.23,0.5756,14.5121,7519.99,0.00356,0.007625,0.00924,0.0664,0.01973,54.98,0.0001612,0.007262,0.0021111,0.0388,0.07744,2.7653,4.861,140.2,0.03942,0.01059,2.14,0.003172,0.00911,0.01104,0.0006974,0.1181,0.004997,0.1775,0.003629,1.0307,0.001666,1.8775,44.08,0.01546,0.000848,0.00738,0.2325,9.476,0.0185,0.24,0.6635,0.00469,0.1024,0.5631,0.0232,1.675,0.0385,0.394,0.02352,0.0987,0.002463,0.09926,0.4434,0.0064052,0.01407,0.005688,0.0112,0.18,0.9055,9.38e-05,0.04835,55.37,0.21278,1.32,31.6,0.00477,0.1919
2020-01-06 16:00:00+00:00,0.03626,0.2424,0.001428,0.01005,4.09,0.2402,0.1899,235.7,0.5824,14.661,7539.9,0.00358,0.007633,0.00925,0.0677,0.01987,55.33,0.0001635,0.00734,0.0021039,0.0391,0.07737,2.8051,4.9101,141.35,0.03983,0.01067,2.14,0.003162,0.00917,0.01125,0.00069,0.1215,0.00505,0.1804,0.00367,1.0404,0.001673,1.909,44.9,0.01557,0.000855,0.00736,0.2295,9.72,0.01845,0.2404,0.6758,0.00473,0.1017,0.5742,0.02333,1.702,0.03801,0.3981,0.0236,0.0971,0.002464,0.10154,0.464,0.006423,0.01427,0.005645,0.01135,0.1801,0.9045,9.34e-05,0.04949,56.49,0.21953,1.3085,32.07,0.00486,0.195
2020-01-06 20:00:00+00:00,0.03732,0.2427,0.00144,0.00999,4.111,0.2398,0.1915,244.25,0.61,14.9471,7758.0,0.00356,0.007613,0.00929,0.0673,0.01998,56.57,0.000164,0.007357,0.0021344,0.039,0.07578,2.8506,5.0333,144.15,0.03949,0.01076,2.183,0.003093,0.00917,0.01103,0.000703,0.1248,0.00512,0.1826,0.003767,1.0529,0.00167,1.9374,45.8,0.01554,0.00083,0.00741,0.2301,9.757,0.01837,0.2456,0.6864,0.00476,0.1024,0.5831,0.02361,1.747,0.04022,0.3951,0.0241,0.0961,0.002461,0.09987,0.4508,0.0064442,0.01472,0.00573,0.01144,0.1802,0.8949,9.5e-05,0.05046,58.91,0.2231,1.3047,32.86,0.00489,0.1958
